episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
520,0.140000,0.632000,3,0.068000,0.120000
521,0.162000,1.600000,4,0.078000,0.115000
522,0.160000,1.402000,3,0.066000,0.100000
523,0.172000,0.616000,3,0.072000,0.110000
524,0.310000,2.380000,7,0.174000,0.205000
525,0.146000,1.480000,2,0.048000,0.080000
526,0.182000,2.120000,4,0.082000,0.125000
527,0.110000,1.124000,3,0.066000,0.095000
528,0.248000,1.626000,8,0.150000,0.190000
529,0.050000,1.508000,2,0.044000,0.055000
530,0.252000,1.354000,4,0.100000,0.160000
531,0.062000,1.530000,2,0.036000,0.050000
532,0.070000,1.056000,2,0.052000,0.075000
533,0.362000,1.262000,3,0.086000,0.150000
534,0.650000,1.896000,10,0.252000,0.340000
535,0.102000,2.118000,3,0.064000,0.085000
536,0.056000,0.820000,1,0.022000,0.035000
537,0.662000,1.456000,8,0.254000,0.390000
538,0.224000,1.286000,6,0.114000,0.170000
539,0.270000,1.630000,4,0.090000,0.130000
540,0.218000,1.810000,3,0.072000,0.120000
541,0.272000,1.074000,5,0.114000,0.215000
542,0.014000,0.832000,1,0.018000,0.020000
543,0.166000,1.298000,4,0.084000,0.130000
544,0.240000,1.260000,7,0.144000,0.215000
545,0.110000,1.118000,4,0.094000,0.115000
546,0.202000,2.120000,5,0.086000,0.135000
547,0.692000,0.850000,5,0.168000,0.365000
548,0.434000,1.170000,3,0.124000,0.210000
549,0.224000,1.374000,2,0.072000,0.130000
550,0.234000,1.724000,4,0.096000,0.150000
551,0.276000,1.364000,6,0.118000,0.175000
552,0.072000,0.810000,1,0.024000,0.040000
553,0.148000,1.288000,3,0.076000,0.115000
554,0.280000,1.302000,4,0.094000,0.150000
555,0.082000,0.704000,2,0.052000,0.080000
556,0.364000,1.284000,3,0.096000,0.200000
557,0.114000,1.260000,2,0.044000,0.070000
558,0.150000,1.452000,3,0.068000,0.105000
559,0.492000,0.970000,2,0.072000,0.140000
560,0.094000,1.262000,3,0.056000,0.075000
561,1.202000,1.068000,5,0.198000,0.275000
562,0.334000,1.670000,4,0.100000,0.170000
563,0.968000,0.824000,3,0.176000,0.365000
564,0.352000,1.714000,6,0.138000,0.240000
565,0.160000,1.264000,4,0.076000,0.120000
566,0.314000,1.238000,3,0.102000,0.175000
567,0.254000,1.288000,3,0.090000,0.145000
568,0.108000,0.712000,2,0.048000,0.075000
569,0.150000,0.674000,3,0.058000,0.095000
570,0.124000,1.080000,3,0.050000,0.085000
571,0.296000,1.262000,4,0.102000,0.155000
572,0.078000,1.410000,2,0.036000,0.050000
