episode,avg_detect_streak,avg_lost_streak,lock_count,lock_time_ratio,target_covered_ratio
441,0.018000,0.832000,1,0.020000,0.025000
442,0.296000,1.132000,4,0.100000,0.150000
443,0.134000,1.542000,4,0.102000,0.145000
444,0.118000,1.838000,5,0.092000,0.130000
445,0.048000,0.802000,1,0.026000,0.040000
446,0.116000,1.386000,3,0.072000,0.105000
447,0.036000,0.812000,1,0.024000,0.035000
448,0.094000,1.490000,3,0.038000,0.055000
449,0.170000,2.064000,3,0.074000,0.115000
450,0.218000,1.606000,4,0.102000,0.160000
451,0.090000,0.800000,1,0.026000,0.045000
452,0.448000,1.632000,4,0.116000,0.175000
453,0.156000,1.442000,2,0.056000,0.095000
454,0.048000,1.532000,2,0.038000,0.050000
455,0.134000,2.284000,5,0.108000,0.140000
456,0.380000,0.910000,4,0.140000,0.245000
457,0.286000,1.260000,3,0.096000,0.160000
458,0.210000,1.122000,3,0.076000,0.125000
459,0.076000,1.764000,3,0.058000,0.075000
460,0.090000,0.800000,1,0.026000,0.045000
461,0.336000,1.564000,3,0.094000,0.165000
462,0.160000,1.652000,4,0.068000,0.105000
463,0.388000,1.734000,4,0.102000,0.185000
464,0.216000,2.086000,6,0.116000,0.165000
465,0.080000,1.520000,3,0.044000,0.070000
466,0.174000,1.240000,3,0.064000,0.085000
467,0.092000,1.060000,2,0.036000,0.050000
468,0.160000,1.286000,4,0.086000,0.130000
469,0.592000,0.986000,5,0.124000,0.215000
470,0.000000,0.000000,0,0.000000,0.000000
471,0.106000,1.446000,2,0.058000,0.090000
472,0.152000,1.172000,2,0.054000,0.090000
473,2.152000,0.954000,4,0.226000,0.430000
474,0.156000,1.326000,3,0.078000,0.120000
475,0.246000,0.660000,2,0.058000,0.105000
476,0.980000,1.190000,2,0.094000,0.195000
477,0.462000,1.226000,2,0.098000,0.175000
478,0.224000,1.046000,4,0.088000,0.130000
479,0.054000,0.666000,2,0.042000,0.060000
480,0.012000,0.850000,1,0.014000,0.015000
481,0.086000,0.622000,3,0.058000,0.080000
482,0.086000,1.432000,3,0.052000,0.065000
483,0.162000,1.680000,5,0.110000,0.150000
484,0.062000,1.550000,2,0.034000,0.045000
485,0.060000,1.532000,2,0.042000,0.060000
486,0.166000,1.194000,3,0.070000,0.105000
487,0.096000,0.834000,3,0.054000,0.085000
488,0.192000,1.722000,3,0.074000,0.120000
489,0.182000,0.750000,1,0.034000,0.065000
490,0.072000,0.810000,1,0.024000,0.040000
491,0.106000,1.444000,3,0.064000,0.090000
492,0.102000,1.530000,2,0.042000,0.080000
493,0.194000,1.932000,3,0.076000,0.125000
494,0.072000,0.810000,1,0.024000,0.040000
495,0.246000,1.444000,4,0.092000,0.145000
496,0.406000,1.318000,5,0.164000,0.240000
497,0.158000,1.778000,3,0.080000,0.120000
498,0.094000,1.468000,2,0.056000,0.085000
499,0.384000,1.264000,3,0.098000,0.155000
500,0.244000,1.622000,4,0.094000,0.150000
501,0.150000,1.586000,4,0.088000,0.130000
502,0.072000,0.800000,1,0.024000,0.040000
503,0.216000,1.896000,7,0.136000,0.180000
504,0.236000,1.722000,4,0.090000,0.140000
505,0.162000,1.242000,4,0.080000,0.115000
506,0.326000,1.650000,3,0.082000,0.145000
507,0.142000,1.472000,2,0.052000,0.085000
508,0.240000,1.752000,3,0.102000,0.170000
509,0.328000,1.614000,3,0.082000,0.135000
510,0.346000,2.544000,6,0.134000,0.205000
511,0.244000,2.400000,4,0.090000,0.125000
512,0.136000,1.436000,2,0.062000,0.100000
513,0.202000,1.896000,3,0.088000,0.145000
514,0.286000,0.976000,3,0.100000,0.175000
515,0.408000,0.996000,3,0.110000,0.180000
516,0.048000,0.802000,1,0.026000,0.040000
517,0.388000,2.594000,5,0.124000,0.195000
518,0.294000,1.342000,3,0.084000,0.145000
519,0.146000,2.034000,3,0.074000,0.115000
520,0.098000,1.492000,2,0.042000,0.060000
521,0.596000,1.824000,4,0.114000,0.155000
522,0.084000,1.512000,2,0.042000,0.060000
523,0.284000,0.622000,2,0.064000,0.115000
524,0.032000,0.812000,1,0.024000,0.035000
525,0.120000,1.304000,2,0.056000,0.090000
526,0.020000,0.814000,1,0.024000,0.030000
527,0.056000,2.044000,3,0.056000,0.070000
528,0.132000,0.684000,2,0.054000,0.085000
529,0.118000,0.972000,3,0.062000,0.110000
530,0.352000,1.268000,3,0.108000,0.190000
531,0.128000,1.486000,2,0.050000,0.075000
532,0.526000,2.108000,6,0.194000,0.330000
533,0.624000,1.482000,4,0.142000,0.250000
534,0.188000,1.742000,4,0.086000,0.130000
535,0.270000,1.380000,3,0.076000,0.130000
536,0.282000,1.078000,3,0.094000,0.140000
537,0.204000,1.532000,5,0.100000,0.145000
538,0.048000,0.790000,2,0.032000,0.040000
539,0.106000,1.472000,3,0.050000,0.080000
540,0.568000,1.192000,2,0.112000,0.215000
541,0.550000,0.278000,2,0.096000,0.205000
542,0.430000,1.234000,3,0.082000,0.155000
543,1.000000,1.972000,8,0.210000,0.365000
544,0.066000,0.742000,2,0.042000,0.060000
545,0.426000,1.758000,6,0.122000,0.180000
546,0.144000,1.746000,3,0.072000,0.105000
547,0.286000,1.728000,4,0.098000,0.155000
548,0.138000,1.300000,3,0.078000,0.130000
549,0.210000,1.486000,3,0.066000,0.115000
550,0.288000,1.266000,3,0.092000,0.155000
551,0.116000,0.886000,3,0.050000,0.085000
552,0.436000,1.014000,4,0.142000,0.245000
553,0.152000,1.328000,3,0.080000,0.120000
554,0.316000,0.528000,1,0.080000,0.160000
555,0.036000,0.062000,1,0.024000,0.035000
556,0.164000,1.214000,3,0.074000,0.105000
557,0.374000,1.112000,5,0.108000,0.200000
558,0.090000,0.800000,1,0.026000,0.045000
559,0.126000,1.432000,3,0.062000,0.090000
560,0.096000,1.530000,2,0.038000,0.055000
561,0.296000,1.342000,3,0.078000,0.135000
562,0.188000,1.902000,4,0.084000,0.115000
563,0.290000,1.600000,4,0.088000,0.140000
564,0.022000,0.822000,1,0.020000,0.025000
565,0.114000,1.490000,2,0.044000,0.070000
566,0.092000,1.420000,2,0.040000,0.060000
567,0.212000,0.902000,2,0.064000,0.115000
568,0.266000,1.324000,3,0.082000,0.135000
569,0.080000,1.464000,2,0.050000,0.075000
570,0.212000,1.644000,4,0.096000,0.150000
571,0.118000,1.454000,2,0.052000,0.080000
572,0.058000,1.030000,2,0.032000,0.040000
